102
"102 1.1"
"102 1.3"
103
1300
132
1500
"1500 Familiare"
2101
65
750
"750 0.8"
"850 K"
"850K"
"Yugo 55A GLS"
"Yugo 65A GLX"
"Yugo Florida 1.3"
"Yugo Florida 1.4"
"Yugo Florida 1.6"
