1000
"1000 1.2"
"1000 1.3"
"110 S"
121
"121 1.1"
"121 1.3"
"121 1.8 D"
"121 GLX"
"121 L"
"121 L 2.6"
2
"2 1.25"
"2 1.25 Comfort"
"2 1.25i Comfort"
"2 1.2i Comfort"
"2 1.3 MZR"
"2 1.4"
"2 1.4 Automatic"
"2 1.4 CD Active"
"2 1.4 CD Comfort"
"2 1.4 CD Exclusive"
"2 1.4 D"
"2 1.4 DI Turbo"
"2 1.4 DI Turbo Automatic"
"2 1.4 Exclusive"
"2 1.4i Exclusive"
"2 1.5"
"2 1.5 Individual"
"2 1.5 MZR"
"2 1.6"
"2 1.6 Exclusive"
"2 1.6i"
"2 1.6i Top"
"2 16 Top"
3
"3 1.4 Sport Comfort"
"3 1.5"
"3 1.6"
"3 1.6 Active"
"3 1.6 CD Comfort"
"3 1.6 CD Sport Comfort"
"3 1.6 Comfort"
"3 1.6 Diesel"
"3 1.6 Dynamic"
"3 1.6 Exclusive"
"3 1.6i"
"3 1.6 i MZ-CD"
"3 1.6 i MZR"
"3 1.6 Original"
"3 1.6 Sport"
"3 1.6 Sport Active"
"3 1.6 Sport Dynamic"
"3 1.6 Sport Exclusive"
"3 1.6 Sport Original"
"3 2.0"
"3 2.0 CD"
"3 2.0 Dynamic"
"3 2.0 Individual"
"3 2.0i Sport"
"3 2.0i Touring"
"3 2.0 l MZR"
"3 2.0 Sport Dynamic"
"3 2.0 Sport Individual"
"3 2.0 Sport Top"
"3 2.0 Top"
"3 2.2 l MZ-CD"
323
"323 1000 Hatchback"
"323 1.1"
"323 1.3"
"323 1.3i Hatchback"
"323 1.3 LX"
"323 1.4"
"323 1.5"
"323 1.5 GLX"
"323 1.5 GLX Automatic"
"323 1.6"
"323 1.7 D"
"323 1.8"
"323 1.8 GLX"
"323 1.8 GLX Automatic"
"323 1.8 GT Hatchback"
"323 1.8 GT Hatchback Cat"
"323 1.8 T16 GT-R"
"323 1.8 T16 GTX 4WD"
"323 2.0"
"323 2.0 Diesel LX"
"323 Astina 1.5"
"323 Astina 1.6"
"323 Astina 1.8"
"323 Estate"
"323 F 1.3 LX"
"323 F 1.5 GLX"
"323 F 1.5 GLX Automatic"
"323 F 1.8 GLX"
"323 F 1.8 GLX Automatic"
"323 F 2.0 Diesel LX"
"323 F 2.0i GLX V6"
"3 2.3 Grand Touring"
"3 2.3 Individual"
"3 2.3 MPS"
"3 2.3 MPS DISi Turbo"
"3 2.3 MPS Extreme"
"3 2.3 s Grand Touring"
"3 2.3 Sport"
"3 2.3 Sport Individual"
"3 2.3 s Sport"
"3 2.3 s Touring"
"323 SW"
"323 SW 1.3"
"323 SW 1.5"
"323 SW 1.7 D"
"3 Grand Touring"
"3 i"
"3 MPS"
"3 MZR 1.6"
"3 MZR 2.0"
"3 S"
"3 Sedan"
"3 Sport"
"3 Sport 1.4 Comfort"
"3 Sport 1.6"
"3 Sport 1.6 CD Comfort"
"3 Sport 1.6 Comfort"
"3 Sport 1.6 Exclusive"
"3 Sport 2.0 Top"
"5 1.8 Comfort"
"5 2.0 CD"
"5 2.0 Exclusive"
"5 2.0L Active"
"5 2.0L Individual"
"5 2.3"
"5 2.3 Grand Touring"
"5 2.3 Sport"
"5 2.3 Touring"
"5 Grand Touring"
"5 MZR 1.8"
"5 MZR 2.0"
"5 Sport"
"5 Sport 2.3"
"5 Touring"
"5 Touring 2.3"
6
"6 1.6 Comfort"
"616 Coupe"
"6 1.8 Comfort"
"6 1.8i MZR"
"6 1.8 MZR"
"6 1.8 Sport Comfort"
"6 2.0"
"6 2.0 Active"
"6 2.0 CD Comfort"
"6 2.0 CD Exclusive"
"6 2.0 CD Kombi"
"6 2.0 CD Sport 2.0 Exclusive"
"6 2.0 CD Sport Comfort"
"6 2.0 Comfort"
"6 2.0 D Hatchback"
"6 2.0 D Wagon"
"6 2.0 Elegant"
"6 2.0 Exclusive"
"6 2.0i MZR"
"6 2.0i MZR Automatic"
"6 2.0i MZR-CD"
"6 2.0L Active"
"6 2.0 MZR"
"6 2.0 MZR-CD"
"6 2.0 Original"
"6 2.0 Sedan"
"6 2.0 Sport Exclusive"
"6 2.0 Wagon"
"6 2.2 MZR-CD"
"6 2.3"
"6 2.3 AWD"
"6 2.3 Dynamic"
"6 2.3 Hatchback"
"6 2.3i Grand Touring"
"6 2.3 Individual"
"6 2.3i Sports Sedan Sport"
"6 2.3i Sports Sedan Touring"
"6 2.3i Sports Sedan Value Edition"
