110
"110 1.5"
"110 1.5 GLi"
"110 1.5 GTi"
"110 1.5 Li"
"110 1.6"
"110 2.0"
111
"111 1.5 GLi"
"111 1.5 Li"
"112 1.5"
"112 1.5 Li"
117
119
1200
"1200 Estate"
1300
1600
2104
"2104 1.5 Station Wagon"
2105
"2105 1.3"
"2105 1.5"
2107
"2107 1.5 Prima GLX"
"21 101 1.6 Li"
"21 101 1.6 Li Gas"
"2110 1.6 Li"
"21 104 1.6 GLi"
"21 104 1.6 GLi Gas"
"2111 1.6 GLi"
"21 112 1.6 Li"
"21 112 1.6 Li Gas"
"21 114 1.5 GTe"
"21 114 1.6 GTe Gas"
"21 121 1.6 Li"
"21 124 1.6 GLi"
"21 124 1.6 GLi Gas"
2123
"2123 1.7"
"Calina 1118"
"Kalina"
"Natacha"
"Niva"
"Niva 1.7"
"Niva 1.7 California"
"Niva 1.7 California Gas"
"Niva 1.7 Cult"
"Niva 1.7 Cult Gas"
"Niva 1.7i"
"Niva 1.7i Long"
"Niva 1.7 Kult"
"Niva 1.7 Kult Gas"
"Niva 1.7 Only"
"Niva 1.7 Only Gas"
"Niva 1.8 Long"
"Niva 1.9 D"
"Niva 1.9 Diesel"
"Oka"
"Riva 1200"
"Riva 1300"
"Riva 1500"
"Riva 1600 SLX"
"Roadster"
"S"
"Samara"
"Samara 1100"
"Samara 1300"
"Samara 1.5"
"Samara 1500"
"Samara 1.5i 2115 Saloon"
"Samara II"
"Tarzan"
"Vaz"
"Vaz 2110 Rally"
