950
"950 Sport"
990
"990 1.0 D"
"A 40 S"
"A40S"
"C Coupe"
"Elba 1.7 Diesel Eco"
"IM 3"
"IM3"
"J4"
"J4 1.1"
"Koral"
"Koral 1.1"
"Mille"
"Mini"
"Mini 0.8"
"Mini 0.8 T"
"Mini 1000"
"Mini 1.0 T"
"Mini 1.3"
"Mini T"
"Turbo De Tomaso"
