"Ck1 1.3 gb"
"Ck1 1.3 gs"
"Ck1 1.3 gt"
"Ck1 1.5 gl"
"Ck1 1.5 GLE Automatic"
"Ck1 1.5 GLX Automatic"
"Ck1 1.5 gt"
"CK 1.3 GB"
"CK 1.3 GS"
"CK 1.3 GT"
"CK 1.5 GL"
"CK 1.5 GT"
