1100
1800
"1800 2.2"
"Cowley"
"Cowley 1500"
"Isis"
"Marina 1.3"
"Marina 1.3 Coupe"
"Marina 1.3 DL"
"Marina 1.3 Estate"
"Marina 1.8"
"Marina 1.8 Coupe"
"Marina 1.8 Estate"
"Marina 1.8 GT"
"Marina 1.8 HL"
"Marina 1.8 TC"
"Marina 1.8 TC Coupe"
"Mini Moke"
"Minor"
"Minor 1000"
"Minor 1.1"
"Minor Traveller"
"Minor Traveller 0.9"
"Minor Traveller 1000"
"Minor Traveller 1.1"
"Minor Traveller 950"
"Oxford"
"Oxford 1.5D"
"Oxford 1.6"
"Oxford 1.6 D"
"Oxford III"
"Oxford Saloon"
"Six"
"Six MS"
"Ten Four"
"Traveller"
"Traveller 1.3"
"Traveller 1300"
