1400
"1.8 Coupe 4WD"
"1.8i Coupe"
360
"Alfa Exiga"
"B 11S Coupe"
"B9 Tribeca"
"B9 Tribeca 3.0 R"
"B9 Tribeca Limited"
"Baja"
"Baja Sport"
"Baja Turbo"
"Coupe"
"Coupe 1.8"
"DL"
"DL 1.6"
"FF-1"
"FF-1 1.1"
"FF1 1.1"
"FF-1 1100"
"FF-1 1.3"
"FF-1 1300 G"
"FF-1 1300 G Sports"
"Forester"
"Forester 2.0"
"Forester 2.0 S"
"Forester 2.0 Sports"
"Forester 2.0 S Type A Automatic"
"Forester 2.0 X Active"
"Forester 2.0 X Comfort"
"Forester 2.0 X Festival"
"Forester 2.0 X Trend"
"Forester 2.0 XT Turbo"
"Forester 2.5"
"Forester 2.5 X"
"Forester 2.5X"
"Forester 2.5 X Automatic"
"Forester 2.5X Limited"
"Forester 2.5 X L.L.Bean Edition"
"Forester 2.5 X Premium"
"Forester 2.5X Premium"
"Forester 2.5 XS"
"Forester 2.5 XS Automatic"
"Forester 2.5 XS L.L.Bean"
"Forester 2.5 X Sports"
"Forester 2.5 XS Premium"
"Forester 2.5 XS Premium Automatic"
"Forester 2.5 XT"
"Forester 2.5XT"
"Forester 2.5 XT Automatic"
"Forester 2.5 XT Limited"
"Forester 2.5XT Limited"
"Forester 2.5 XT Premium"
"Forester 2.5 XT Premium Automatic"
"Forester 2.5 XT Sports"
"Forester 2.5 XT Sportshift"
"G3X 1.2 D Justy"
"G3X Justy"
"G3X Justy 1.3"
"G3X Justy 1.5"
"H6 3.0 Outback"
"HM-01"
"Impreza"
"Impreza 1.6"
"Impreza 1.6 TS"
"Impreza 1.8"
"Impreza 2.0"
"Impreza 2.0 4WD Turbo"
"Impreza 2.0 GL AWD"
"Impreza 2.0 GT"
"Impreza 2.0 GX"
"Impreza 2.0 P1"
"Impreza 2.0 R"
"Impreza 2.0 R Automatic"
"Impreza 2.0 R Limousine"
"Impreza 2.0R Limousine"
"Impreza 2.0 R Sedan"
"Impreza 2.0 R Sedan Automatic"
"Impreza 2.0 R Wagon"
"Impreza 2.0 R Wagon Sportshift"
"Impreza 2.0 Wagon"
"Impreza 2.0 WR1"
"Impreza 2.0 WRX"
"Impreza 2.0 WRX Sedan"
"Impreza 2.0 WRX Sports Wagon"
"Impreza 2.0 WRX Sport Wagon"
"Impreza 2.0 WRX Sport Wagon Automatic"
"Impreza 2.0 WRX STi"
"Impreza 2.0 WRX STi Sedan 4WD"
"Impreza 2.0 WRX STi Type RA"
"Impreza 2.5"
"Impreza 2.5GT"
"Impreza 2.5i"
"Impreza 2.5i Premium"
"Impreza 2.5i Sedan"
"Impreza 2.5i Sedan Special Edition"
"Impreza 2.5i Sport Wagon"
"Impreza 2.5i Wagon"
"Impreza 2.5 RS Sedan"
"Impreza 2.5 RS Sport Package Sedan"
"Impreza 2.5 RS Sport Wagon"
"Impreza 2.5 RS Wagon"
"Impreza 2.5 STi WRX"
"Impreza 2.5 STi WRX Limited"
"Impreza 2.5 WRX"
"Impreza 2.5 WRX Combi"
"Impreza 2.5 WRX Kombi"
"Impreza 2.5 WRX Limited Sport Wagon"
"Impreza 2.5 WRX Limited Wagon"
"Impreza 2.5 WRX Limousine"
"Impreza 2.5 WRX Premium"
"Impreza 2.5 WRX Sedan"
"Impreza 2.5 WRX Sport Wagon"
"Impreza 2.5 WRX STi"
"Impreza 2.5 WRX STI"
"Impreza 2.5 WRX TR"
"Impreza 2.5 WRX Wagon"
"Impreza S 201 STi"
"Impreza Type Euro 20 K"
"Impreza Type Euro 20 N"
"Impreza Type Euro 20 N Automatic"
"Impreza Wagon"
"Justy"
"Justy 1.2"
"Justy 1.3 G3X 4WD"
"Justy G3X 1.3"
"Justy G3X 1.5"
"Justy ii"
"Justy II"
"K 111"
"K-111"
"K111"
"Legacy"
"Legacy 1.8"
"Legacy 2.0"
"Legacy 2.0 AWD"
"Legacy 2.0 Combi"
"Legacy 2.0 G"
"Legacy 2.0 GT AWD S"
"Legacy 2.0 GT AWD StationWagon SportShift"
"Legacy 2.0 GT Premium"
"Legacy 2.0 GT Premium AWD"
"Legacy 2.0 GT SportShift"
"Legacy 2.0 GT SportShift AWD"
"Legacy 2.0 GT SportShift Premium"
"Legacy 2.0 GT SportsWagon SportShift AWD"
"Legacy 2.0 GT StationWagon AWD"
"Legacy 2.0 GT StationWagon Premium"
"Legacy 2.0 GT StationWagon Premium AWD"
"Legacy 2.0 GT Touring Wagon Automatic"
"Legacy 2.0 R"
"Legacy 2.0R"
"Legacy 2.0 R Combi"
"Legacy 2.0 R Sportshift"
"Legacy 2.0R Sportshift"
"Legacy 2.0 R SportShift"
"Legacy 2.0 R StationWagon"
"Legacy 2.0R Station Wagon"
"Legacy 2.0R Station Wagon Sportshift"
"Legacy 2.0 R StationWagon SportShift"
"Legacy 2.0 R Touring Wagon"
"Legacy 2.0 R Touring Wagon Automatic"
"Legacy 2.0 Turbo"
"Legacy 2.0 Turbo Estate"
"Legacy 2.2"
"Legacy 2.2 GLX AWD"
"Legacy 2.2 GX Estate"
"Legacy 2.2 GX Sedan"
"Legacy 2.2 GX Wagon"
"Legacy 2.2 Turbo Sport"
"Legacy 2.5"
"Legacy 2.5 AWD"
"Legacy 2.5 Combi"
"Legacy 2.5 GT"
"Legacy 2.5 GT-B"
"Legacy 2.5 GT B Wagon"
"Legacy 2.5 GT Limited"
"Legacy 2.5GT Limited"
"Legacy 2.5 GT Limited Sedan"
"Legacy 2.5 GT Limited Wagon"
"Legacy 2.5 GT Sedan"
"Legacy 2.5 GT Wagon"
"Legacy 2.5 GX 4WD"
"Legacy 2.5 GX AWD Automatic"
"Legacy 2.5 i"
"Legacy 2.5i"
"Legacy 2.5i Automatic"
"Legacy 2.5i AWD"
"Legacy 2.5 i Limited"
"Legacy 2.5i Limited"
"Legacy 2.5i Limited Sedan"
"Legacy 2.5i Limited Wagon"
"Legacy 2.5i Sedan"
"Legacy 2.5 i Special Edition"
"Legacy 2.5i Special Edition"
"Legacy 2.5i Special Edition Sedan"
"Legacy 2.5i Special Edition Wagon"
"Legacy 2.5i SportShift"
"Legacy 2.5i SportShift AWD"
"Legacy 2.5i StationWagon"
"Legacy 2.5i Touring AWD"
"Legacy 2.5i Touring SportShift"
"Legacy 2.5i Touring SportShift AWD"
"Legacy 2.5i Wagon"
"Legacy 2.5 Tourer"
"Legacy 2.5 Wagon"
"Legacy 3.0"
"Legacy 3.0 Blitzen Wagon"
"Legacy 3.0 Combi"
"Legacy 3.0 Outback"
"Legacy 3.0 R"
"Legacy 3.0R"
"Legacy 3.0 R 4WD"
"Legacy 3.0 R AWD"
"Legacy 3.0 R B"
"Legacy 3.0 R-B"
"Legacy 3.0 R Limited"
"Legacy 3.0 R Sports Tourer"
"Legacy 3.0 R Touring Wagon"
"Legacy 3.0 R Type B"
"Legacy 3.0 Tourer"
"Legacy 3.0 Wagon"
"Legacy B4 2.0 GT Automatic"
"Legacy B4 2.0 GT Type B"
"Legacy B4 2.0 GT Type B Automatic"
"Legacy B4 2.0i"
"Legacy B4 2.0 R"
"Legacy B4 2.0 R Automatic"
