1000
"1000 Bialbero"
"1000 Bialbero GT Coupe"
"1000 GT Spider Pininfarina"
"1000 TC Corsa"
"103 GT Coupe Ghia"
"124 Rally"
"124 Rally 1.8"
"124 Rallye"
"1300 Abarth"
"1300 Scorpione Coupe"
"131 Abarth"
"131 Abarth 2000"
"1500 Coupe Biposto"
1600
"1600 Coupe"
"1600 Coupe Allemano"
"1600GT Coupe"
"1600 Spider Allemano"
2000
"2000 Coupe Speciale"
"205 A Berlinetta GT"
"207 A Corsa Boano Spider"
"208 A Spider Boano"
"209 A Coupe Boano"
"210 A Spider Boano"
"2200 Coupe"
"2200 Spider"
"2400 Allemano Coupe"
"2400 Cabriolet"
"2400 Coupe"
"356 Carrera Abarth"
"356 Coupe Abarth"
"500 Abarth 1.4 Turbo"
"500 Coupe Pininfarina"
"500 Zagato"
595
"595 0.7"
600
"600 0.7"
"600 0.8"
"600 1.0"
"700 Bialbero"
"700 Bialbero Corsa Beccaris"
"700 Bialbero Coupe Record Monza"
"750 215A Coupe"
"750 Berlina Abarth"
"750 Bialbero"
"750 Coupe Sestriere"
"750 Saloon"
"750 Spider Allemano"
"750 Viotti"
"750 Zagato"
"750 Zagato Sestriere Coupe"
"800 Scorpione Coupe Allemano"
"850 Berlina Abarth"
"850 Coupe Record Monza"
"850 Record Monza"
"a112"
"A 112"
"A112"
"a112 1.0"
"A 112 Abarth"
"A 112 Autobianchi"
"Abarth Volumetrico 131"
"Bialbero"
"Bialbero 0.7"
"Bialbero 0.8"
"Coupe Record Monza"
"Coupe Sestriere"
"Coupe Sestriere 800"
"Coupe Sport 2000 Ghia"
"Grande Punto"
"Grande Punto 1.4 Abarth"
"Lancia 037"
"Mono 1000"
"Monomille"
"Monotipo"
"OT 1000 Coupe Pininfarina"
"OT 1000 Spider Bertone"
"OT 1300 Coupe Abarth"
"OT 2000 Berlina"
"OT 2000 Coupe America"
"OT Berlina"
"Renault Fregate"
"Renault Fregate 2000"
"Simca GT Coupe"
"Spider Riviera"
"Spider Riviera 800"
"Stilo 2.4 Abarth"
"Stilo Abarth 2.4"
"Stola Monotipo"
"Strada Abarth 125 TC"
