1100
1200
"1200 Berlina"
"1200 Gran Turismo"
"1200 GT"
"127 Coupe"
2500
"500 Giardiniera"
"750 Gran Turismo"
"750 S Berlina"
"750S Berlina"
"750 Superpanoramica"
"750 Super Panoramica"
"750 Turismo"
"850 S Berlina"
"850S Berlina"
"Coupe"
"Coupe 0.6"
"Golden Arrow"
"Golden Arrow 2.2"
"La Cita"
"Panoramica"
"Panoramica 0.8"
"Panoramica 1.0"
"S Coupe"
"Spider Turismo"
"Spider Turismo 750"
"SS Torino"
