160
"160 1.8"
"160 2.0"
1609
"1609 1.8"
"1609 1.9 Diesel"
"1609 2.0"
"1609 2.0 D"
1610
300
"300 3.5"
"300 C"
"300C"
"300C 2.7"
"300 C 2.7 Touring"
"300C 2.7 Touring"
"300C 3.0 CRD"
"300C 3.0 CRD Touring"
"300 C 3.5"
"300C 3.5"
"300C 3.5 Automatic"
"300 C 3.5 Touring"
"300C 3.5 Touring"
"300 C 3.5 Touring 4WD"
"300 C 3.5 Touring AWD"
"300C 3.5 Touring AWD"
"300C 3.5 V6 Automatic"
"300 C 5.7"
"300C 5.7"
"300C 5.7 Automatic"
"300C 5.7 AWD"
"300 C 5.7 Hemi"
"300 C 5.7 Touring"
"300C 5.7 Touring"
"300C 5.7 Touring Hemi 4WD"
"300 C AWD"
"300 C CRD"
"300 C CRD Touring"
"300C CRD Touring"
"300 C Hemi"
"300 C Hemi V8 Automatic"
"300 C Heritage Edition"
"300 C SRT8"
"300C SRT-8"
"300 C Touring 5.7 Hemi"
"300C Touring 5.7 Hemi"
"300 C Touring 5.7 Hemi 4WD"
"300C Touring 5.7 Hemi AWD"
"300 C Touring Hemi"
"300 C Touring SRT-8"
"300 C V6 Automatic"
"300 H"
"300 Hemi C"
"300 Limited"
"300 Limited 4WD"
"300 Limited AWD"
"300 LX"
"300 M"
"300 M 3.5"
"300 M Platinum"
"300 M Special"
"300 Signature"
"300 SRT-8"
"300 Touring"
"300 Touring AWD"
"Airflite"
"Aspen"
"Aspen Hybrid"
"Aspen Hybrid Limited 4x4"
"Aspen Limited"
"Aspen Limited 4x4"
"Atlantic"
"Avenger"
"Avenger 1.3"
"Avenger 1.6"
"Aviat"
"C 300"
"C 300 5.8"
"CCV"
"Centura"
"Centura 3.5"
"Centura 4.0"
"Charger 4.0 VH"
"Charger 4.0 VJ"
"Charger 4.3 VH"
"Charger 4.3 VJ"
"Charger 5.2 VH"
"Charger 5.2 VJ"
"Charger 5.6 VH"
"Charger 5.9 VJ"
"Charger VH"
"Charger VJ"
"Chronos"
"Cirrus"
"Cirrus LX"
"Cirrus LXi"
"Concorde"
"Concorde 3.5"
"Concorde Limited"
"Concorde LXi"
"Conquest"
"Cordoba"
"Cordoba 5.9"
"Cordoba 6.6"
"Crossfire"
"Crossfire 3.2"
"Crossfire 3.2 Automatic"
"Crossfire 3.2 Blackline"
"Crossfire 3.2 Coupe"
"Crossfire 3.2 Coupe SRT-6 Automatic"
"Crossfire 3.2 Roadster"
"Crossfire 3.2 Roadster Blackline"
"Crossfire 3.2 Roadster LTD"
"Crossfire 3.2 Roadster SRT-6"
"Crossfire 3.2 Roadster SRT6 Automatic"
"Crossfire 3.2 Roadster V6"
"Crossfire 3.2 Roadster V6 LTD"
"Crossfire 3.2 Roadster V6 LTD Automatic"
"Crossfire 3.2 SRT-6"
"Crossfire 3.2 V6"
"Crossfire 3.2 V6 Automatic"
"Crossfire 3.2 V6 Roadster"
"Crossfire Blackline"
"Crossfire Coupe"
"Crossfire Coupe Limited"
"Crossfire Roadster"
"Crossfire Roadster Blackline"
"Crossfire Roadster Limited"
"Crossfire Roadster SRT-6"
"Crossfire SRT-6"
"Crossfire SRT-6 Coupe"
"Crossfire SRT-6 Roadster"
"Dart"
"Daytona"
"Daytona Laser"
"Dodge 3700"
"Dodge Phoenix"
"Dodge Phoenix 6.3"
"Dual Cowl Phaeton"
"E 2.2 Class"
"E 2.6 Class"
"ES"
"ES 2.5"
"ES 3.0"
"ESX 3"
"Executive"
